"pic_id","sample_size","test_param","param_value","p_value","obs_plot_location","pic_name","experiment","difficulty","data_name","trial"
522,75,"turk13-Rotated-Inner-Single-rep2","75-5",1,12,"filebab631d3e6e5-single.svg","turk13",44,"data-2-2-20-75-5-12-19.csv",FALSE
523,75,"turk13-Rotated-Outer-Single-rep2","75-5",1,19,"filebab64edbddf1-single.svg","turk13",44,"data-2-2-20-75-5-12-19.csv",FALSE
524,75,"turk13-Rotated-Outer-Multiple-rep2","75-5",2,19,"filebab64edbddf1-multiple.svg","turk13",44,"data-2-2-20-75-5-12-19.csv",FALSE
525,75,"turk13-Control-Inner-Single-rep2","75-5",1,12,"filebab6545a1c92-single.svg","turk13",44,"data-2-2-20-75-5-12-19.csv",FALSE
526,75,"turk13-Control-Inner-Multiple-rep2","75-5",2,12,"filebab6545a1c92-multiple.svg","turk13",44,"data-2-2-20-75-5-12-19.csv",FALSE
527,75,"turk13-Control-Outer-Multiple-rep2","75-5",2,19,"filebab66809e081-multiple.svg","turk13",44,"data-2-2-20-75-5-12-19.csv",FALSE
528,75,"turk13-Control-Outer-Single-rep2","75-5",1,19,"filebab66809e081-single.svg","turk13",44,"data-2-2-20-75-5-12-19.csv",FALSE
529,20,"turk13-Standard-Inner-Multiple-rep2","20-10",2,12,"filebab67e09ac56-multiple.svg","turk13",45,"data-2-2-21-20-10-12-19.csv",FALSE
530,20,"turk13-Standard-Inner-Single-rep2","20-10",1,12,"filebab67e09ac56-single.svg","turk13",45,"data-2-2-21-20-10-12-19.csv",FALSE
531,20,"turk13-Standard-Outer-Multiple-rep2","20-10",2,19,"filebab62d1182bf-multiple.svg","turk13",45,"data-2-2-21-20-10-12-19.csv",FALSE
532,20,"turk13-Standard-Outer-Single-rep2","20-10",1,19,"filebab62d1182bf-single.svg","turk13",45,"data-2-2-21-20-10-12-19.csv",FALSE
533,20,"turk13-Rotated-Inner-Multiple-rep2","20-10",2,12,"filebab660726a83-multiple.svg","turk13",45,"data-2-2-21-20-10-12-19.csv",FALSE
534,20,"turk13-Rotated-Inner-Single-rep2","20-10",1,12,"filebab660726a83-single.svg","turk13",45,"data-2-2-21-20-10-12-19.csv",FALSE
535,20,"turk13-Rotated-Outer-Single-rep2","20-10",1,19,"filebab677aeefec-single.svg","turk13",45,"data-2-2-21-20-10-12-19.csv",FALSE
536,20,"turk13-Rotated-Outer-Multiple-rep2","20-10",2,19,"filebab677aeefec-multiple.svg","turk13",45,"data-2-2-21-20-10-12-19.csv",FALSE
537,20,"turk13-Control-Inner-Single-rep2","20-10",1,12,"filebab6589ee0b6-single.svg","turk13",45,"data-2-2-21-20-10-12-19.csv",FALSE
538,20,"turk13-Control-Inner-Multiple-rep2","20-10",2,12,"filebab6589ee0b6-multiple.svg","turk13",45,"data-2-2-21-20-10-12-19.csv",FALSE
539,20,"turk13-Control-Outer-Multiple-rep2","20-10",2,19,"filebab626b2fa2e-multiple.svg","turk13",45,"data-2-2-21-20-10-12-19.csv",FALSE
540,20,"turk13-Control-Outer-Single-rep2","20-10",1,19,"filebab626b2fa2e-single.svg","turk13",45,"data-2-2-21-20-10-12-19.csv",FALSE
541,30,"turk13-Standard-Inner-Multiple-rep2","30-10",2,14,"filebab641ecbcc4-multiple.svg","turk13",46,"data-2-2-22-30-10-14-18.csv",FALSE
542,30,"turk13-Standard-Inner-Single-rep2","30-10",1,14,"filebab641ecbcc4-single.svg","turk13",46,"data-2-2-22-30-10-14-18.csv",FALSE
543,30,"turk13-Standard-Outer-Multiple-rep2","30-10",2,18,"filebab61d5d09ac-multiple.svg","turk13",46,"data-2-2-22-30-10-14-18.csv",FALSE
544,30,"turk13-Standard-Outer-Single-rep2","30-10",1,18,"filebab61d5d09ac-single.svg","turk13",46,"data-2-2-22-30-10-14-18.csv",FALSE
545,30,"turk13-Rotated-Inner-Multiple-rep2","30-10",2,14,"filebab63046f5db-multiple.svg","turk13",46,"data-2-2-22-30-10-14-18.csv",FALSE
546,30,"turk13-Rotated-Inner-Single-rep2","30-10",1,14,"filebab63046f5db-single.svg","turk13",46,"data-2-2-22-30-10-14-18.csv",FALSE
547,30,"turk13-Rotated-Outer-Single-rep2","30-10",1,18,"filebab62b715a0-single.svg","turk13",46,"data-2-2-22-30-10-14-18.csv",FALSE
548,30,"turk13-Rotated-Outer-Multiple-rep2","30-10",2,18,"filebab62b715a0-multiple.svg","turk13",46,"data-2-2-22-30-10-14-18.csv",FALSE
549,30,"turk13-Control-Inner-Single-rep2","30-10",1,14,"filebab647260a43-single.svg","turk13",46,"data-2-2-22-30-10-14-18.csv",FALSE
550,30,"turk13-Control-Inner-Multiple-rep2","30-10",2,14,"filebab647260a43-multiple.svg","turk13",46,"data-2-2-22-30-10-14-18.csv",FALSE
551,30,"turk13-Control-Outer-Multiple-rep2","30-10",2,18,"filebab6126bd933-multiple.svg","turk13",46,"data-2-2-22-30-10-14-18.csv",FALSE
552,30,"turk13-Control-Outer-Single-rep2","30-10",1,18,"filebab6126bd933-single.svg","turk13",46,"data-2-2-22-30-10-14-18.csv",FALSE
553,50,"turk13-Standard-Inner-Multiple-rep2","50-10",2,13,"filebab64b9b232-multiple.svg","turk13",47,"data-2-2-23-50-10-13-11.csv",FALSE
554,50,"turk13-Standard-Inner-Single-rep2","50-10",1,13,"filebab64b9b232-single.svg","turk13",47,"data-2-2-23-50-10-13-11.csv",FALSE
555,50,"turk13-Standard-Outer-Multiple-rep2","50-10",2,11,"filebab63b61f30a-multiple.svg","turk13",47,"data-2-2-23-50-10-13-11.csv",FALSE
556,50,"turk13-Standard-Outer-Single-rep2","50-10",1,11,"filebab63b61f30a-single.svg","turk13",47,"data-2-2-23-50-10-13-11.csv",FALSE
557,50,"turk13-Rotated-Inner-Multiple-rep2","50-10",2,13,"filebab66680acb7-multiple.svg","turk13",47,"data-2-2-23-50-10-13-11.csv",FALSE
558,50,"turk13-Rotated-Inner-Single-rep2","50-10",1,13,"filebab66680acb7-single.svg","turk13",47,"data-2-2-23-50-10-13-11.csv",FALSE
559,50,"turk13-Rotated-Outer-Single-rep2","50-10",1,11,"filebab69cb56f4-single.svg","turk13",47,"data-2-2-23-50-10-13-11.csv",FALSE
560,50,"turk13-Rotated-Outer-Multiple-rep2","50-10",2,11,"filebab69cb56f4-multiple.svg","turk13",47,"data-2-2-23-50-10-13-11.csv",FALSE
561,50,"turk13-Control-Inner-Single-rep2","50-10",1,13,"filebab61b9b33fb-single.svg","turk13",47,"data-2-2-23-50-10-13-11.csv",FALSE
562,50,"turk13-Control-Inner-Multiple-rep2","50-10",2,13,"filebab61b9b33fb-multiple.svg","turk13",47,"data-2-2-23-50-10-13-11.csv",FALSE
563,50,"turk13-Control-Outer-Multiple-rep2","50-10",2,11,"filebab66a71b1e5-multiple.svg","turk13",47,"data-2-2-23-50-10-13-11.csv",FALSE
564,50,"turk13-Control-Outer-Single-rep2","50-10",1,11,"filebab66a71b1e5-single.svg","turk13",47,"data-2-2-23-50-10-13-11.csv",FALSE
565,75,"turk13-Standard-Inner-Multiple-rep2","75-10",2,12,"filebab67906aad2-multiple.svg","turk13",48,"data-2-2-24-75-10-12-3.csv",FALSE
566,75,"turk13-Standard-Inner-Single-rep2","75-10",1,12,"filebab67906aad2-single.svg","turk13",48,"data-2-2-24-75-10-12-3.csv",FALSE
567,75,"turk13-Standard-Outer-Multiple-rep2","75-10",2,3,"filebab624b8ff11-multiple.svg","turk13",48,"data-2-2-24-75-10-12-3.csv",FALSE
568,75,"turk13-Standard-Outer-Single-rep2","75-10",1,3,"filebab624b8ff11-single.svg","turk13",48,"data-2-2-24-75-10-12-3.csv",FALSE
569,75,"turk13-Rotated-Inner-Multiple-rep2","75-10",2,12,"filebab64e5667fb-multiple.svg","turk13",48,"data-2-2-24-75-10-12-3.csv",FALSE
570,75,"turk13-Rotated-Inner-Single-rep2","75-10",1,12,"filebab64e5667fb-single.svg","turk13",48,"data-2-2-24-75-10-12-3.csv",FALSE
571,75,"turk13-Rotated-Outer-Single-rep2","75-10",1,3,"filebab6ac4b7eb-single.svg","turk13",48,"data-2-2-24-75-10-12-3.csv",FALSE
572,75,"turk13-Rotated-Outer-Multiple-rep2","75-10",2,3,"filebab6ac4b7eb-multiple.svg","turk13",48,"data-2-2-24-75-10-12-3.csv",FALSE
573,75,"turk13-Control-Inner-Single-rep2","75-10",1,12,"filebab66d71c7ec-single.svg","turk13",48,"data-2-2-24-75-10-12-3.csv",FALSE
574,75,"turk13-Control-Inner-Multiple-rep2","75-10",2,12,"filebab66d71c7ec-multiple.svg","turk13",48,"data-2-2-24-75-10-12-3.csv",FALSE
575,75,"turk13-Control-Outer-Multiple-rep2","75-10",2,3,"filebab648fc8f16-multiple.svg","turk13",48,"data-2-2-24-75-10-12-3.csv",FALSE
576,75,"turk13-Control-Outer-Single-rep2","75-10",1,3,"filebab648fc8f16-single.svg","turk13",48,"data-2-2-24-75-10-12-3.csv",FALSE
577,85,"turk13-Standard-Inner-Multiple-rep1","radon85-0",2,14,"filebab64e18389a-multiple.svg","turk13",49,"radondata-1-1-0-85-0-14-10.csv",FALSE
578,85,"turk13-Standard-Inner-Single-rep1","radon85-0",1,14,"filebab64e18389a-single.svg","turk13",49,"radondata-1-1-0-85-0-14-10.csv",FALSE
579,85,"turk13-Standard-Outer-Multiple-rep1","radon85-0",2,10,"filebab6182c2e84-multiple.svg","turk13",49,"radondata-1-1-0-85-0-14-10.csv",FALSE
580,85,"turk13-Standard-Outer-Single-rep1","radon85-0",1,10,"filebab6182c2e84-single.svg","turk13",49,"radondata-1-1-0-85-0-14-10.csv",FALSE
581,85,"turk13-Rotated-Inner-Multiple-rep1","radon85-0",2,14,"filebab63d1612c9-multiple.svg","turk13",49,"radondata-1-1-0-85-0-14-10.csv",FALSE
582,85,"turk13-Rotated-Inner-Single-rep1","radon85-0",1,14,"filebab63d1612c9-single.svg","turk13",49,"radondata-1-1-0-85-0-14-10.csv",FALSE
583,85,"turk13-Rotated-Outer-Single-rep1","radon85-0",1,10,"filebab6742b6973-single.svg","turk13",49,"radondata-1-1-0-85-0-14-10.csv",FALSE
584,85,"turk13-Rotated-Outer-Multiple-rep1","radon85-0",2,10,"filebab6742b6973-multiple.svg","turk13",49,"radondata-1-1-0-85-0-14-10.csv",FALSE
585,85,"turk13-Control-Inner-Single-rep1","radon85-0",1,14,"filebab67ca1e881-single.svg","turk13",49,"radondata-1-1-0-85-0-14-10.csv",FALSE
586,85,"turk13-Control-Inner-Multiple-rep1","radon85-0",2,14,"filebab67ca1e881-multiple.svg","turk13",49,"radondata-1-1-0-85-0-14-10.csv",FALSE
587,85,"turk13-Control-Outer-Multiple-rep1","radon85-0",2,10,"filebab669a7ad13-multiple.svg","turk13",49,"radondata-1-1-0-85-0-14-10.csv",FALSE
588,85,"turk13-Control-Outer-Single-rep1","radon85-0",1,10,"filebab669a7ad13-single.svg","turk13",49,"radondata-1-1-0-85-0-14-10.csv",FALSE
589,84,"turk13-Standard-Inner-Multiple-rep2","radon84-0",2,12,"filebab65fd4d74f-multiple.svg","turk13",50,"radondata-1-2-0-84-0-12-5.csv",FALSE
590,84,"turk13-Standard-Inner-Single-rep2","radon84-0",1,12,"filebab65fd4d74f-single.svg","turk13",50,"radondata-1-2-0-84-0-12-5.csv",FALSE
591,84,"turk13-Standard-Outer-Multiple-rep2","radon84-0",2,5,"filebab6e83b4b0-multiple.svg","turk13",50,"radondata-1-2-0-84-0-12-5.csv",FALSE
592,84,"turk13-Standard-Outer-Single-rep2","radon84-0",1,5,"filebab6e83b4b0-single.svg","turk13",50,"radondata-1-2-0-84-0-12-5.csv",FALSE
593,84,"turk13-Rotated-Inner-Multiple-rep2","radon84-0",2,12,"filebab67f53f095-multiple.svg","turk13",50,"radondata-1-2-0-84-0-12-5.csv",FALSE
594,84,"turk13-Rotated-Inner-Single-rep2","radon84-0",1,12,"filebab67f53f095-single.svg","turk13",50,"radondata-1-2-0-84-0-12-5.csv",FALSE
595,84,"turk13-Rotated-Outer-Single-rep2","radon84-0",1,5,"filebab65fd80781-single.svg","turk13",50,"radondata-1-2-0-84-0-12-5.csv",FALSE
596,84,"turk13-Rotated-Outer-Multiple-rep2","radon84-0",2,5,"filebab65fd80781-multiple.svg","turk13",50,"radondata-1-2-0-84-0-12-5.csv",FALSE
597,84,"turk13-Control-Inner-Single-rep2","radon84-0",1,12,"filebab668cb9641-single.svg","turk13",50,"radondata-1-2-0-84-0-12-5.csv",FALSE
598,84,"turk13-Control-Inner-Multiple-rep2","radon84-0",2,12,"filebab668cb9641-multiple.svg","turk13",50,"radondata-1-2-0-84-0-12-5.csv",FALSE
599,84,"turk13-Control-Outer-Multiple-rep2","radon84-0",2,5,"filebab6df5bb27-multiple.svg","turk13",50,"radondata-1-2-0-84-0-12-5.csv",FALSE
600,84,"turk13-Control-Outer-Single-rep2","radon84-0",1,5,"filebab6df5bb27-single.svg","turk13",50,"radondata-1-2-0-84-0-12-5.csv",FALSE
